state,statefp,county,countyfp,year,month,trap_type,num_collection_events,num_sites,num_trap_nights,num_aegypti_collected,num_albopictus_collected,num_collections_aegypti,num_collections_albopictus
California,06,Riverside,065,2016,1,GRAV,32,18,32,0,0,0,0
California,06,Riverside,065,2016,2,CO2,307,121,307,0,0,0,0
California,06,Riverside,065,2016,2,GRAV,34,17,34,0,0,0,0
California,06,Riverside,065,2016,3,CO2,556,231,556,9,0,3,0
California,06,Riverside,065,2016,3,GRAV,194,79,194,0,0,0,0
California,06,Riverside,065,2016,4,CO2,616,222,616,2,0,1,0
California,06,Riverside,065,2016,4,GRAV,242,99,242,0,0,0,0
California,06,Riverside,065,2016,5,BGS,21,2,21,43,0,15,0
California,06,Riverside,065,2016,5,CO2,655,223,679,75,0,19,0
California,06,Riverside,065,2016,5,GRAV,221,72,236,2,0,1,0
California,06,Riverside,065,2016,6,BGS,25,2,25,32,0,12,0
California,06,Riverside,065,2016,6,CO2,806,246,814,46,0,11,0
California,06,Riverside,065,2016,6,GRAV,289,93,290,6,0,3,0
California,06,Riverside,065,2016,7,BGS,30,4,36,7,0,4,0
California,06,Riverside,065,2016,7,CO2,662,245,703,18,0,7,0
California,06,Riverside,065,2016,7,GRAV,242,95,253,2,0,2,0
California,06,Riverside,065,2016,8,BGS,50,4,50,1,0,1,0
California,06,Riverside,065,2016,8,CO2,749,252,749,15,0,5,0
California,06,Riverside,065,2016,8,GRAV,258,99,260,0,0,0,0
California,06,Riverside,065,2016,9,BGS,102,3,102,68,0,15,0
California,06,Riverside,065,2016,9,CO2,800,242,809,24,0,10,0
California,06,Riverside,065,2016,9,GRAV,278,104,278,0,0,0,0
California,06,Riverside,065,2016,10,BGS,84,2,84,41,0,22,0
California,06,Riverside,065,2016,10,CO2,720,241,720,24,0,11,0
California,06,Riverside,065,2016,10,GRAV,247,98,247,1,0,1,0
California,06,Riverside,065,2016,11,BGS,101,2,101,74,0,30,0
California,06,Riverside,065,2016,11,CO2,710,217,713,106,0,17,0
California,06,Riverside,065,2016,11,GRAV,255,94,259,0,0,0,0
California,06,Riverside,065,2016,12,BGS,100,2,100,2,0,2,0
California,06,Riverside,065,2016,12,CO2,329,147,329,3,0,3,0
California,06,Riverside,065,2016,12,GRAV,16,16,16,0,0,0,0
California,06,Riverside,065,2017,1,BGS,95,25,95,1,0,1,0
California,06,Riverside,065,2017,1,CO2,354,185,354,0,0,0,0
California,06,Riverside,065,2017,1,GRAV,50,18,50,0,0,0,0
California,06,Riverside,065,2017,2,BGS,139,26,139,31,0,10,0
California,06,Riverside,065,2017,2,CO2,371,201,371,0,0,0,0
California,06,Riverside,065,2017,2,GAT,30,9,210,14,0,4,0
California,06,Riverside,065,2017,2,GRAV,24,18,24,0,0,0,0
California,06,Riverside,065,2017,3,BGS,181,26,181,3,0,3,0
California,06,Riverside,065,2017,3,CO2,668,277,672,1,0,1,0
California,06,Riverside,065,2017,3,GAT,101,16,407,4,0,3,0
California,06,Riverside,065,2017,3,GRAV,209,52,209,0,0,0,0
California,06,Riverside,065,2017,4,BGS,189,25,189,22,0,16,0
California,06,Riverside,065,2017,4,CO2,607,257,611,0,0,0,0
California,06,Riverside,065,2017,4,GAT,121,14,851,2,0,2,0
California,06,Riverside,065,2017,4,GRAV,261,108,261,0,0,0,0
California,06,Riverside,065,2017,5,BGS,277,26,284,59,0,37,0
California,06,Riverside,065,2017,5,CO2,712,268,712,0,0,0,0
California,06,Riverside,065,2017,5,GAT,119,25,833,30,0,14,0
California,06,Riverside,065,2017,5,GRAV,280,106,286,0,0,0,0
California,06,Riverside,065,2017,6,BGS,253,27,254,84,0,45,0
California,06,Riverside,065,2017,6,CO2,762,271,771,2,0,2,0
California,06,Riverside,065,2017,6,GAT,139,26,973,48,0,20,0
California,06,Riverside,065,2017,6,GRAV,307,119,307,1,0,1,0
California,06,Riverside,065,2017,7,BGS,179,36,201,162,0,62,0
California,06,Riverside,065,2017,7,CO2,634,258,646,25,0,12,0
California,06,Riverside,065,2017,7,GAT,147,26,1029,47,0,25,0
California,06,Riverside,065,2017,7,GRAV,266,105,266,1,0,1,0
California,06,Riverside,065,2017,8,BGS,335,39,366,530,0,133,0
California,06,Riverside,065,2017,8,CO2,796,270,797,19,0,10,0
California,06,Riverside,065,2017,8,GAT,181,28,1519,111,0,60,0
California,06,Riverside,065,2017,8,GRAV,304,118,304,0,0,0,0
California,06,Riverside,065,2017,9,BGS,250,42,263,432,0,77,0
California,06,Riverside,065,2017,9,CO2,678,268,684,44,0,14,0
California,06,Riverside,065,2017,9,GAT,110,28,770,120,0,38,0
California,06,Riverside,065,2017,9,GRAV,276,110,276,0,0,0,0
California,06,Riverside,065,2017,10,BGS,272,48,272,578,0,128,0
California,06,Riverside,065,2017,10,CO2,742,276,743,50,0,14,0
California,06,Riverside,065,2017,10,GAT,181,41,1267,207,0,71,0
California,06,Riverside,065,2017,10,GRAV,302,122,302,2,0,2,0
California,06,Riverside,065,2017,11,BGS,189,56,189,142,0,63,0
California,06,Riverside,065,2017,11,CO2,474,255,480,20,0,9,0
California,06,Riverside,065,2017,11,GAT,103,40,721,104,0,44,0
California,06,Riverside,065,2017,11,GRAV,182,80,182,4,0,4,0
California,06,Riverside,065,2017,12,BGS,118,54,118,23,0,14,0
California,06,Riverside,065,2017,12,CO2,231,172,231,0,0,0,0
California,06,Riverside,065,2017,12,GAT,44,39,427,83,0,19,0
California,06,Riverside,065,2017,12,GRAV,47,21,47,0,0,0,0
California,06,Riverside,065,2018,1,BGS,104,53,104,5,0,3,0
California,06,Riverside,065,2018,1,CO2,300,187,300,0,0,0,0
California,06,Riverside,065,2018,1,GAT,98,41,1071,11,0,9,0
California,06,Riverside,065,2018,1,GRAV,57,20,57,0,0,0,0
California,06,Riverside,065,2018,2,BGS,113,54,119,14,0,9,0
California,06,Riverside,065,2018,2,CO2,245,190,245,0,0,0,0
California,06,Riverside,065,2018,2,GAT,59,39,735,24,0,16,0
California,06,Riverside,065,2018,2,GRAV,38,19,38,0,0,0,0
California,06,Riverside,065,2018,3,BGS,165,55,167,2,0,2,0
California,06,Riverside,065,2018,3,CO2,481,238,481,1,0,1,0
California,06,Riverside,065,2018,3,GAT,129,40,928,15,0,11,0
California,06,Riverside,065,2018,3,GRAV,211,53,211,2,0,2,0
California,06,Riverside,065,2018,4,BGS,215,55,215,77,0,32,0
California,06,Riverside,065,2018,4,CO2,599,304,600,2,0,1,0
California,06,Riverside,065,2018,4,GAT,157,39,1355,28,0,22,0
California,06,Riverside,065,2018,4,GRAV,207,53,207,4,0,4,0
California,06,Riverside,065,2018,5,BGS,294,59,294,142,0,72,0
California,06,Riverside,065,2018,5,CO2,738,314,759,0,0,0,0
California,06,Riverside,065,2018,5,GAT,187,40,1312,69,0,39,0
California,06,Riverside,065,2018,5,GRAV,242,59,242,2,0,2,0
California,06,Riverside,065,2018,6,BGS,360,60,360,552,0,152,0
California,06,Riverside,065,2018,6,CO2,700,308,715,41,0,19,0
California,06,Riverside,065,2018,6,GAT,172,42,1204,107,0,59,0
California,06,Riverside,065,2018,6,GRAV,354,141,354,7,0,6,0
California,06,Riverside,065,2018,7,BGS,321,59,321,571,0,134,0
California,06,Riverside,065,2018,7,CO2,671,293,688,49,0,18,0
California,06,Riverside,065,2018,7,GAT,145,44,1112,122,0,62,0
California,06,Riverside,065,2018,7,GRAV,322,132,322,23,0,15,0
California,06,Riverside,065,2018,8,BGS,401,81,401,771,0,198,0
California,06,Riverside,065,2018,8,CO2,780,321,796,189,0,71,0
California,06,Riverside,065,2018,8,GAT,203,45,1421,208,0,92,0
California,06,Riverside,065,2018,8,GRAV,344,146,344,21,0,15,0
California,06,Riverside,065,2018,9,BGS,317,75,317,991,0,198,0
California,06,Riverside,065,2018,9,CO2,667,310,677,206,0,73,0
California,06,Riverside,065,2018,9,GAT,159,40,1113,405,0,102,0
California,06,Riverside,065,2018,9,GRAV,289,133,289,42,0,22,0
California,06,Riverside,065,2018,10,BGS,320,80,331,2614,0,204,0
California,06,Riverside,065,2018,10,CO2,727,301,728,238,0,71,0
California,06,Riverside,065,2018,10,GAT,187,42,1319,451,0,119,0
California,06,Riverside,065,2018,10,GRAV,302,119,302,90,0,33,0
California,06,Riverside,065,2018,11,BGS,285,74,317,940,0,136,0
California,06,Riverside,065,2018,11,CO2,559,240,559,54,0,27,0
California,06,Riverside,065,2018,11,GAT,138,41,960,399,0,89,0
California,06,Riverside,065,2018,11,GRAV,293,109,293,12,0,11,0
California,06,Sacramento,067,2013,1,GRAV,73,19,476,0,0,0,0
California,06,Sacramento,067,2013,2,GRAV,76,19,532,0,0,0,0
California,06,Sacramento,067,2013,3,CO2,31,29,42,0,0,0,0
California,06,Sacramento,067,2013,3,GRAV,123,46,706,0,0,0,0
California,06,Sacramento,067,2013,4,GRAV,74,19,499,0,0,0,0
California,06,Sacramento,067,2013,5,CO2,170,68,335,0,0,0,0
California,06,Sacramento,067,2013,5,GRAV,233,78,727,0,0,0,0
California,06,Sacramento,067,2013,6,CO2,237,123,472,0,0,0,0
California,06,Sacramento,067,2013,6,GRAV,324,133,876,0,0,0,0
California,06,Sacramento,067,2013,7,CO2,309,195,605,0,0,0,0
California,06,Sacramento,067,2013,7,GRAV,371,205,822,0,0,0,0
California,06,Sacramento,067,2013,8,CO2,258,170,507,0,0,0,0
California,06,Sacramento,067,2013,8,GRAV,327,176,855,0,0,0,0
California,06,Sacramento,067,2013,9,CO2,254,152,498,0,0,0,0
California,06,Sacramento,067,2013,9,GRAV,296,151,716,0,0,0,0
California,06,Sacramento,067,2013,10,CO2,201,75,397,0,0,0,0
California,06,Sacramento,067,2013,10,GRAV,258,88,690,0,0,0,0
California,06,Sacramento,067,2013,11,CO2,40,34,77,0,0,0,0
California,06,Sacramento,067,2013,11,GRAV,133,52,661,0,0,0,0
California,06,Sacramento,067,2013,12,GRAV,55,19,504,0,0,0,0
California,06,Sacramento,067,2014,1,CO2,5,5,10,0,0,0,0
California,06,Sacramento,067,2014,1,GRAV,70,22,460,0,0,0,0
California,06,Sacramento,067,2014,2,CO2,5,5,10,0,0,0,0
California,06,Sacramento,067,2014,2,GRAV,75,24,503,0,0,0,0
California,06,Sacramento,067,2014,3,GRAV,90,18,667,0,0,0,0
California,06,Sacramento,067,2014,4,CO2,56,41,111,0,0,0,0
California,06,Sacramento,067,2014,4,GRAV,127,57,548,0,0,0,0
California,06,Sacramento,067,2014,5,CO2,181,61,368,0,0,0,0
California,06,Sacramento,067,2014,5,GRAV,264,73,824,0,0,0,0
California,06,Sacramento,067,2014,6,CO2,253,125,504,0,0,0,0
California,06,Sacramento,067,2014,6,GRAV,296,133,607,0,0,0,0
California,06,Sacramento,067,2014,7,CO2,376,215,756,0,0,0,0
California,06,Sacramento,067,2014,7,GRAV,444,217,987,0,0,0,0
California,06,Sacramento,067,2014,8,CO2,306,223,616,0,0,0,0
California,06,Sacramento,067,2014,8,GRAV,371,235,811,0,0,0,0
California,06,Sacramento,067,2014,9,CO2,255,167,514,0,0,0,0
California,06,Sacramento,067,2014,9,GRAV,327,176,796,0,0,0,0
California,06,Sacramento,067,2014,10,CO2,168,89,349,0,0,0,0
California,06,Sacramento,067,2014,10,GRAV,219,98,699,0,0,0,0
California,06,Sacramento,067,2014,11,GRAV,73,19,500,0,0,0,0
California,06,Sacramento,067,2014,12,GRAV,74,19,644,0,0,0,0
California,06,Sacramento,067,2015,1,GRAV,73,19,512,0,0,0,0
California,06,Sacramento,067,2015,2,GRAV,72,19,511,0,0,0,0
California,06,Sacramento,067,2015,3,GRAV,74,19,517,0,0,0,0
California,06,Sacramento,067,2015,4,CO2,21,18,44,0,0,0,0
California,06,Sacramento,067,2015,4,GRAV,113,35,673,0,0,0,0
California,06,Sacramento,067,2015,5,CO2,153,49,304,0,0,0,0
California,06,Sacramento,067,2015,5,GRAV,228,67,721,0,0,0,0
California,06,Sacramento,067,2015,6,CO2,210,70,417,0,0,0,0
California,06,Sacramento,067,2015,6,GRAV,293,87,798,0,0,0,0
California,06,Sacramento,067,2015,7,CO2,265,137,522,0,0,0,0
California,06,Sacramento,067,2015,7,GRAV,339,153,807,0,0,0,0
California,06,Sacramento,067,2015,8,CO2,316,188,624,0,0,0,0
California,06,Sacramento,067,2015,8,GRAV,382,200,825,0,0,0,0
California,06,Sacramento,067,2015,9,CO2,338,195,672,0,0,0,0
California,06,Sacramento,067,2015,9,GRAV,420,205,941,0,0,0,0
California,06,Sacramento,067,2015,10,CO2,290,140,576,0,0,0,0
California,06,Sacramento,067,2015,10,GRAV,361,155,798,0,0,0,0
California,06,Sacramento,067,2015,11,CO2,8,8,16,0,0,0,0
California,06,Sacramento,067,2015,11,GRAV,98,26,613,0,0,0,0
California,06,Sacramento,067,2015,12,CO2,11,11,22,0,0,0,0
California,06,Sacramento,067,2015,12,GRAV,63,29,392,0,0,0,0
California,06,Sacramento,067,2016,1,GRAV,68,18,579,0,0,0,0
California,06,Sacramento,067,2016,2,GRAV,69,18,486,0,0,0,0
California,06,Sacramento,067,2016,3,GRAV,88,18,609,0,0,0,0
California,06,Sacramento,067,2016,4,CO2,4,4,8,0,0,0,0
California,06,Sacramento,067,2016,4,GRAV,74,22,493,0,0,0,0
California,06,Sacramento,067,2016,5,CO2,173,64,343,0,0,0,0
California,06,Sacramento,067,2016,5,GAT,20,6,142,0,0,0,0
California,06,Sacramento,067,2016,5,GRAV,245,80,711,0,0,0,0
California,06,Sacramento,067,2016,6,CO2,377,167,742,0,0,0,0
California,06,Sacramento,067,2016,6,GAT,29,6,209,0,0,0,0
California,06,Sacramento,067,2016,6,GRAV,446,180,898,0,0,0,0
California,06,Sacramento,067,2016,7,CO2,379,225,754,0,0,0,0
California,06,Sacramento,067,2016,7,GAT,25,6,170,0,0,0,0
California,06,Sacramento,067,2016,7,GRAV,441,237,863,0,0,0,0
California,06,Sacramento,067,2016,8,CO2,405,219,808,0,0,0,0
California,06,Sacramento,067,2016,8,GAT,31,7,219,0,0,0,0
California,06,Sacramento,067,2016,8,GRAV,488,231,1013,0,0,0,0
California,06,Sacramento,067,2016,9,CO2,328,152,648,0,0,0,0
California,06,Sacramento,067,2016,9,GAT,24,6,170,0,0,0,0
California,06,Sacramento,067,2016,9,GRAV,392,164,828,0,0,0,0
California,06,Sacramento,067,2016,10,CO2,150,76,298,0,0,0,0
California,06,Sacramento,067,2016,10,GAT,23,6,165,0,0,0,0
California,06,Sacramento,067,2016,10,GRAV,233,90,725,0,0,0,0
California,06,Sacramento,067,2016,11,GAT,11,6,90,0,0,0,0
California,06,Sacramento,067,2016,11,GRAV,73,18,512,0,0,0,0
California,06,Sacramento,067,2016,12,GRAV,68,18,535,0,0,0,0
California,06,Sacramento,067,2017,1,GRAV,61,16,391,0,0,0,0
California,06,Sacramento,067,2017,2,GRAV,60,17,412,0,0,0,0
California,06,Sacramento,067,2017,3,CO2,32,12,62,0,0,0,0
California,06,Sacramento,067,2017,3,GRAV,97,28,500,0,0,0,0
California,06,Sacramento,067,2017,4,BGS,3,3,3,0,0,0,0
California,06,Sacramento,067,2017,4,CO2,60,21,116,0,0,0,0
California,06,Sacramento,067,2017,4,GAT,3,1,21,0,0,0,0
California,06,Sacramento,067,2017,4,GRAV,125,37,521,0,0,0,0
California,06,Sacramento,067,2017,5,BGS,2,1,6,0,0,0,0
California,06,Sacramento,067,2017,5,CO2,249,95,468,0,0,0,0
California,06,Sacramento,067,2017,5,GAT,23,7,161,0,0,0,0
California,06,Sacramento,067,2017,5,GRAV,316,109,782,0,0,0,0
California,06,Sacramento,067,2017,6,CO2,247,108,479,0,0,0,0
California,06,Sacramento,067,2017,6,GAT,23,6,175,0,0,0,0
California,06,Sacramento,067,2017,6,GRAV,304,115,732,0,0,0,0
California,06,Sacramento,067,2017,7,CO2,254,117,502,0,0,0,0
California,06,Sacramento,067,2017,7,GAT,21,6,154,0,0,0,0
California,06,Sacramento,067,2017,7,GRAV,317,133,727,0,0,0,0
California,06,Sacramento,067,2017,8,CO2,330,149,645,0,0,0,0
California,06,Sacramento,067,2017,8,GAT,25,6,173,0,0,0,0
California,06,Sacramento,067,2017,8,GRAV,408,164,908,0,0,0,0
California,06,Sacramento,067,2017,9,CO2,262,125,516,0,0,0,0
California,06,Sacramento,067,2017,9,GAT,18,6,123,0,0,0,0
California,06,Sacramento,067,2017,9,GRAV,320,138,717,0,0,0,0
California,06,Sacramento,067,2017,10,CO2,204,86,407,0,0,0,0
California,06,Sacramento,067,2017,10,GAT,22,6,148,0,0,0,0
California,06,Sacramento,067,2017,10,GRAV,287,97,788,0,0,0,0
California,06,Sacramento,067,2017,11,GRAV,67,17,452,0,0,0,0
California,06,Sacramento,067,2017,12,GRAV,50,17,350,0,0,0,0
California,06,Sacramento,067,2018,1,GRAV,66,17,447,0,0,0,0
California,06,Sacramento,067,2018,2,GRAV,64,17,465,0,0,0,0
California,06,Sacramento,067,2018,3,GRAV,68,17,459,0,0,0,0
California,06,Sacramento,067,2018,4,CO2,25,20,25,0,0,0,0
California,06,Sacramento,067,2018,4,GRAV,108,36,606,0,0,0,0
California,06,Sacramento,067,2018,5,CO2,258,91,262,0,0,0,0
California,06,Sacramento,067,2018,5,GRAV,320,105,765,0,0,0,0
California,06,Sacramento,067,2018,6,BGS,1,1,1,0,0,0,0
California,06,Sacramento,067,2018,6,CO2,380,108,380,0,0,0,0
California,06,Sacramento,067,2018,6,GRAV,426,121,796,0,0,0,0
California,06,Sacramento,067,2018,7,CO2,410,148,410,0,0,0,0
California,06,Sacramento,067,2018,7,GRAV,476,158,944,0,0,0,0
California,06,Sacramento,067,2018,8,CO2,316,130,316,0,0,0,0
California,06,Sacramento,067,2018,8,GRAV,385,139,823,0,0,0,0
California,06,Sacramento,067,2018,9,CO2,251,86,260,0,0,0,0
California,06,Sacramento,067,2018,9,GRAV,309,96,712,0,0,0,0
California,06,Sacramento,067,2018,10,CO2,103,69,103,0,0,0,0
California,06,Sacramento,067,2018,10,GRAV,182,82,646,0,0,0,0
California,06,Sacramento,067,2018,11,CO2,17,17,17,0,0,0,0
California,06,Sacramento,067,2018,11,GRAV,61,33,436,0,0,0,0
California,06,San Benito,069,2013,8,CO2,1,1,1,0,0,0,0
California,06,San Benito,069,2015,4,CO2,23,11,23,0,0,0,0
California,06,San Benito,069,2015,5,CO2,44,11,44,0,0,0,0
California,06,San Benito,069,2015,6,CO2,33,11,33,0,0,0,0
California,06,San Benito,069,2015,7,CO2,55,11,55,0,0,0,0
California,06,San Benito,069,2015,8,CO2,44,11,44,0,0,0,0
California,06,San Benito,069,2015,9,BGS,3,1,3,0,0,0,0
California,06,San Benito,069,2015,9,CO2,56,11,56,0,0,0,0
California,06,San Benito,069,2015,10,CO2,44,11,44,0,0,0,0
California,06,San Benito,069,2015,11,CO2,22,11,22,0,0,0,0
California,06,San Benito,069,2016,4,CO2,44,11,44,0,0,0,0
California,06,San Benito,069,2016,5,CO2,45,12,45,0,0,0,0
California,06,San Benito,069,2016,6,CO2,61,13,61,0,0,0,0
California,06,San Benito,069,2016,7,CO2,48,12,48,0,0,0,0
California,06,San Benito,069,2016,8,CO2,60,12,60,0,0,0,0
California,06,San Benito,069,2016,9,CO2,48,12,48,0,0,0,0
California,06,San Benito,069,2016,10,CO2,48,12,48,0,0,0,0
California,06,San Benito,069,2016,11,CO2,24,12,24,0,0,0,0
California,06,San Benito,069,2017,2,CO2,16,8,16,0,0,0,0
California,06,San Benito,069,2017,3,CO2,18,6,18,0,0,0,0
California,06,San Benito,069,2017,4,CO2,70,23,70,0,0,0,0
California,06,San Benito,069,2017,5,BGS,1,1,1,0,0,0,0
California,06,San Benito,069,2017,5,CO2,108,23,108,0,0,0,0
California,06,San Benito,069,2017,6,BGS,1,1,1,0,0,0,0
California,06,San Benito,069,2017,6,CO2,83,26,83,0,0,0,0
California,06,San Benito,069,2017,7,CO2,82,24,82,0,0,0,0
California,06,San Benito,069,2017,8,CO2,97,21,97,0,0,0,0
California,06,San Benito,069,2017,9,CO2,62,22,62,0,0,0,0
California,06,San Benito,069,2017,10,CO2,99,21,99,0,0,0,0
California,06,San Benito,069,2017,11,CO2,21,20,21,0,0,0,0
California,06,San Benito,069,2018,3,CO2,31,19,31,0,0,0,0
California,06,San Benito,069,2018,4,CO2,97,21,97,0,0,0,0
California,06,San Benito,069,2018,5,CO2,97,21,97,0,0,0,0
California,06,San Benito,069,2018,6,CO2,77,20,77,0,0,0,0
California,06,San Benito,069,2018,7,CO2,95,19,95,0,0,0,0
California,06,San Benito,069,2018,8,CO2,76,19,76,0,0,0,0
California,06,San Benito,069,2018,9,CO2,76,19,76,0,0,0,0
California,06,San Benito,069,2018,10,CO2,95,19,95,0,0,0,0
California,06,San Benito,069,2018,11,CO2,38,19,38,0,0,0,0
California,06,San Bernardino,071,2013,1,CO2,80,20,80,0,0,0,0
California,06,San Bernardino,071,2013,1,GRAV,100,25,100,0,0,0,0
California,06,San Bernardino,071,2013,2,CO2,38,20,38,0,0,0,0
California,06,San Bernardino,071,2013,2,GRAV,50,25,50,0,0,0,0
California,06,San Bernardino,071,2013,3,CO2,47,25,77,0,0,0,0
California,06,San Bernardino,071,2013,3,GRAV,50,25,50,0,0,0,0
California,06,San Bernardino,071,2013,4,CO2,82,26,142,0,0,0,0
California,06,San Bernardino,071,2013,4,GRAV,94,25,94,0,0,0,0
California,06,San Bernardino,071,2013,5,CO2,98,34,243,0,0,0,0
California,06,San Bernardino,071,2013,5,GRAV,120,38,120,0,0,0,0
California,06,San Bernardino,071,2013,6,CO2,92,31,192,0,0,0,0
California,06,San Bernardino,071,2013,6,GRAV,109,34,114,0,0,0,0
California,06,San Bernardino,071,2013,7,CO2,122,38,278,0,0,0,0
California,06,San Bernardino,071,2013,7,GRAV,158,44,178,0,0,0,0
California,06,San Bernardino,071,2013,8,CO2,107,40,272,0,0,0,0
California,06,San Bernardino,071,2013,8,GRAV,127,43,140,0,0,0,0
California,06,San Bernardino,071,2013,9,CO2,104,35,251,0,0,0,0
California,06,San Bernardino,071,2013,9,GRAV,136,41,150,0,0,0,0
California,06,San Bernardino,071,2013,10,CO2,121,34,270,0,0,0,0
California,06,San Bernardino,071,2013,10,GRAV,161,42,190,0,0,0,0
California,06,San Bernardino,071,2013,11,CO2,72,18,72,0,0,0,0
California,06,San Bernardino,071,2013,11,GRAV,100,25,100,0,0,0,0
California,06,San Bernardino,071,2013,12,CO2,36,18,36,0,0,0,0
California,06,San Bernardino,071,2013,12,GRAV,50,25,50,0,0,0,0
California,06,San Bernardino,071,2014,1,CO2,36,18,36,0,0,0,0
California,06,San Bernardino,071,2014,1,GAT,1,1,7,0,0,0,0
California,06,San Bernardino,071,2014,1,GRAV,50,25,50,0,0,0,0
California,06,San Bernardino,071,2014,2,CO2,54,18,54,0,0,0,0
California,06,San Bernardino,071,2014,2,GRAV,75,25,75,0,0,0,0
California,06,San Bernardino,071,2014,3,CO2,36,18,36,0,0,0,0
California,06,San Bernardino,071,2014,3,GRAV,50,25,50,0,0,0,0
California,06,San Bernardino,071,2014,4,CO2,65,24,120,0,0,0,0
California,06,San Bernardino,071,2014,4,GRAV,76,26,76,0,0,0,0
California,06,San Bernardino,071,2014,5,CO2,95,30,207,0,0,0,0
California,06,San Bernardino,071,2014,5,GRAV,120,36,120,0,0,0,0
California,06,San Bernardino,071,2014,6,CO2,102,32,240,0,0,0,0
California,06,San Bernardino,071,2014,6,GRAV,121,37,133,0,0,0,0
California,06,San Bernardino,071,2014,7,CO2,128,34,318,0,0,0,0
California,06,San Bernardino,071,2014,7,GRAV,154,38,154,0,0,0,0
California,06,San Bernardino,071,2014,8,CO2,95,33,209,0,0,0,0
California,06,San Bernardino,071,2014,8,GRAV,117,36,124,0,0,0,0
California,06,San Bernardino,071,2014,9,CO2,104,39,264,0,0,0,0
California,06,San Bernardino,071,2014,9,GRAV,108,32,114,0,0,0,0
California,06,San Bernardino,071,2014,10,CO2,117,33,252,0,0,0,0
California,06,San Bernardino,071,2014,10,GRAV,148,39,160,0,0,0,0
California,06,San Bernardino,071,2014,11,CO2,60,24,90,0,0,0,0
California,06,San Bernardino,071,2014,11,GRAV,80,30,83,0,0,0,0
California,06,San Bernardino,071,2015,1,CO2,18,18,18,0,0,0,0
California,06,San Bernardino,071,2015,1,GRAV,25,25,25,0,0,0,0
California,06,San Bernardino,071,2015,2,CO2,19,19,19,0,0,0,0
California,06,San Bernardino,071,2015,2,GRAV,25,25,25,0,0,0,0
California,06,San Bernardino,071,2015,3,CO2,38,19,38,0,0,0,0
California,06,San Bernardino,071,2015,3,GRAV,50,25,50,0,0,0,0
California,06,San Bernardino,071,2015,4,CO2,125,33,244,0,0,0,0
California,06,San Bernardino,071,2015,4,GRAV,125,25,125,0,0,0,0
California,06,San Bernardino,071,2015,5,CO2,99,32,208,0,0,0,0
California,06,San Bernardino,071,2015,5,GRAV,114,35,116,0,0,0,0
California,06,San Bernardino,071,2015,6,CO2,114,32,206,0,0,0,0
California,06,San Bernardino,071,2015,6,GRAV,137,35,140,0,0,0,0
California,06,San Bernardino,071,2015,7,BGS,22,7,123,0,0,0,0
California,06,San Bernardino,071,2015,7,CO2,96,35,197,0,0,0,0
California,06,San Bernardino,071,2015,7,GRAV,118,39,129,0,0,0,0
California,06,San Bernardino,071,2015,8,BGS,21,7,114,0,0,0,0
California,06,San Bernardino,071,2015,8,CO2,62,35,177,0,0,0,0
California,06,San Bernardino,071,2015,8,GRAV,150,53,160,0,0,0,0
California,06,San Bernardino,071,2015,9,BGS,26,15,94,2,0,1,0
California,06,San Bernardino,071,2015,9,CO2,121,34,232,0,0,0,0
California,06,San Bernardino,071,2015,9,GRAV,141,33,148,1,0,1,0
California,06,San Bernardino,071,2015,10,BGS,47,15,137,19,1,11,1
California,06,San Bernardino,071,2015,10,CO2,114,37,246,7,0,6,0
California,06,San Bernardino,071,2015,10,GAT,15,1,31,0,0,0,0
California,06,San Bernardino,071,2015,10,GRAV,122,40,125,0,0,0,0
California,06,San Bernardino,071,2015,11,BGS,20,7,64,2,0,1,0
California,06,San Bernardino,071,2015,11,CO2,62,28,114,0,0,0,0
California,06,San Bernardino,071,2015,11,GAT,20,1,62,2,0,2,0
California,06,San Bernardino,071,2015,11,GRAV,65,25,65,0,0,0,0
California,06,San Bernardino,071,2015,12,BGS,6,1,19,0,0,0,0
California,06,San Bernardino,071,2015,12,GAT,16,1,48,0,0,0,0
California,06,San Bernardino,071,2016,1,BGS,6,5,12,0,0,0,0
California,06,San Bernardino,071,2016,1,CO2,19,19,19,0,0,0,0
California,06,San Bernardino,071,2016,1,GRAV,26,26,26,0,0,0,0
California,06,San Bernardino,071,2016,2,BGS,4,1,8,0,0,0,0
California,06,San Bernardino,071,2016,2,CO2,38,19,38,0,0,0,0
California,06,San Bernardino,071,2016,2,GRAV,78,26,78,0,0,0,0
California,06,San Bernardino,071,2016,3,BGS,22,2,68,0,0,0,0
California,06,San Bernardino,071,2016,3,CO2,63,25,93,0,0,0,0
California,06,San Bernardino,071,2016,3,GRAV,79,27,79,0,0,0,0
California,06,San Bernardino,071,2016,4,BGS,18,10,48,0,0,0,0
California,06,San Bernardino,071,2016,4,CO2,98,34,123,0,0,0,0
California,06,San Bernardino,071,2016,4,GAT,16,8,106,0,0,0,0
California,06,San Bernardino,071,2016,4,GRAV,112,34,116,0,0,0,0
California,06,San Bernardino,071,2016,5,BGS,21,14,61,0,0,0,0
California,06,San Bernardino,071,2016,5,CO2,94,34,101,0,0,0,0
California,06,San Bernardino,071,2016,5,GAT,27,14,153,0,0,0,0
California,06,San Bernardino,071,2016,5,GRAV,111,33,111,0,0,0,0
California,06,San Bernardino,071,2016,6,BGS,38,21,111,0,0,0,0
